lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],262,147.272694,0.711361,2,[X3 == 14 OR X6 == 12],{'0': {'precision': 0.7724980436483784; 'recall': 0.8874294561254558; 'f1-score': 0.8259848925043579; 'support': 20023}; '1': {'precision': 0.33155397390272834; 'recall': 0.17603527003621477; 'f1-score': 0.22997017381466625; 'support': 6351}; 'accuracy': 0.7161219382725411; 'macro avg': {'precision': 0.5520260087755533; 'recall': 0.5317323630808353; 'f1-score': 0.5279775331595121; 'support': 26374}; 'weighted avg': {'precision': 0.6663163576335673; 'recall': 0.7161219382725411; 'f1-score': 0.6824613663650453; 'support': 26374}},{'0': {'precision': 0.7726374060893634; 'recall': 0.8782022471910113; 'f1-score': 0.8220445940260833; 'support': 2225}; '1': {'precision': 0.32587064676616917; 'recall': 0.18555240793201133; 'f1-score': 0.2364620938628159; 'support': 706}; 'accuracy': 0.7113613101330604; 'macro avg': {'precision': 0.5492540264277663; 'recall': 0.5318773275615113; 'f1-score': 0.5292533439444496; 'support': 2931}; 'weighted avg': {'precision': 0.6650231679173486; 'recall': 0.7113613101330604; 'f1-score': 0.6809933333248664; 'support': 2931}}
5,3,CNF,8,26375,2930,3296,[8; 9],262,165.137282,0.661775,17,[X1 == 1 OR X2 < 130856.000000 OR X5 == 5 OR X7 == 2 OR X13 == 11 OR X13 == 22] AND [X0 >= 22.000000 OR X0 < 50.000000 OR X3 == 6 OR X3 == 8 OR X3 == 10 OR X3 == 14] AND [X1 == 5 OR X2 >= 106648.000000 OR X6 == 11 OR X13 == 11 OR X13 == 20],{'0': {'precision': 0.7576976421636615; 'recall': 0.8184678385936875; 'f1-score': 0.7869112210111874; 'support': 20024}; '1': {'precision': 0.2339304531085353; 'recall': 0.1747756258856873; 'f1-score': 0.20007209805335255; 'support': 6351}; 'accuracy': 0.6634691943127962; 'macro avg': {'precision': 0.49581404763609843; 'recall': 0.4966217322396874; 'f1-score': 0.49349165953227; 'support': 26375}; 'weighted avg': {'precision': 0.6315764888863493; 'recall': 0.6634691943127962; 'f1-score': 0.6456025851853975; 'support': 26375}},{'0': {'precision': 0.7548573790822654; 'recall': 0.8210431654676259; 'f1-score': 0.7865604135257377; 'support': 2224}; '1': {'precision': 0.22113502935420742; 'recall': 0.16005665722379603; 'f1-score': 0.18570254724732949; 'support': 706}; 'accuracy': 0.6617747440273037; 'macro avg': {'precision': 0.4879962042182364; 'recall': 0.49054991134571097; 'f1-score': 0.4861314803865336; 'support': 2930}; 'weighted avg': {'precision': 0.6262539733116139; 'recall': 0.6617747440273037; 'f1-score': 0.6417803269753772; 'support': 2930}}
5,3,CNF,9,26375,2930,3296,[8; 9],262,171.695794,0.716041,13,[X0 >= 26.000000 OR X2 < 158662.000000] AND [X0 >= 37.000000 OR X3 == 8 OR X3 == 9 OR X3 == 10 OR X13 == 5] AND [X1 == 1 OR X3 == 12 OR X3 == 15 OR X6 == 11 OR X6 == 13 OR X6 == 14],{'0': {'precision': 0.7955253469272161; 'recall': 0.8416899720335598; 'f1-score': 0.8179568066003398; 'support': 20024}; '1': {'precision': 0.3890923106571594; 'recall': 0.31790269248937175; 'f1-score': 0.3499133448873484; 'support': 6351}; 'accuracy': 0.7155639810426541; 'macro avg': {'precision': 0.5923088287921877; 'recall': 0.5797963322614658; 'f1-score': 0.5839350757438441; 'support': 26375}; 'weighted avg': {'precision': 0.697657812771723; 'recall': 0.7155639810426541; 'f1-score': 0.7052537155922182; 'support': 26375}},{'0': {'precision': 0.7971818958155422; 'recall': 0.8394784172661871; 'f1-score': 0.8177836180464301; 'support': 2224}; '1': {'precision': 0.39285714285714285; 'recall': 0.3271954674220963; 'f1-score': 0.35703245749613605; 'support': 706}; 'accuracy': 0.7160409556313994; 'macro avg': {'precision': 0.5950195193363426; 'recall': 0.5833369423441417; 'f1-score': 0.587408037771283; 'support': 2930}; 'weighted avg': {'precision': 0.699757569676078; 'recall': 0.7160409556313994; 'f1-score': 0.7067630312380657; 'support': 2930}}
5,3,CNF,0,26374,2931,1648,[16; 17],262,108.731280,0.710679,28,[X2 < 65716.000000 OR X3 == 4 OR X3 == 10 OR X3 == 14 OR X5 == 3 OR X7 == 5 OR X7 != 1 OR X13 == 0 OR X13 == 5 OR X13 == 11] AND [X1 == 0 OR X1 == 5 OR X3 == 2 OR X3 == 8 OR X5 == 1 OR X6 == 1 OR X6 == 3 OR X13 == 10 OR X13 == 11 OR X13 == 22 OR X13 == 41] AND [X3 == 12 OR X5 == 2 OR X6 == 10 OR X6 == 14 OR X12 >= 55.000000 OR X13 == 20 OR X13 == 30],{'0': {'precision': 0.7907481861453857; 'recall': 0.854567247665185; 'f1-score': 0.8214199990398925; 'support': 20023}; '1': {'precision': 0.38500527983104543; 'recall': 0.28704141080144857; 'f1-score': 0.32888327620422153; 'support': 6351}; 'accuracy': 0.7179039963600515; 'macro avg': {'precision': 0.5878767329882155; 'recall': 0.5708043292333168; 'f1-score': 0.575151637622057; 'support': 26374}; 'weighted avg': {'precision': 0.6930431282094497; 'recall': 0.7179039963600515; 'f1-score': 0.7028145267289292; 'support': 26374}},{'0': {'precision': 0.784857261067439; 'recall': 0.8525842696629213; 'f1-score': 0.8173201206376561; 'support': 2225}; '1': {'precision': 0.36186770428015563; 'recall': 0.26345609065155806; 'f1-score': 0.3049180327868853; 'support': 706}; 'accuracy': 0.7106789491641078; 'macro avg': {'precision': 0.5733624826737973; 'recall': 0.5580201801572398; 'f1-score': 0.5611190767122707; 'support': 2931}; 'weighted avg': {'precision': 0.6829703190367935; 'recall': 0.7106789491641078; 'f1-score': 0.6938960762764673; 'support': 2931}}
5,3,CNF,1,26374,2931,1648,[16; 17],262,126.637565,0.771750,17,[X0 >= 33.000000 OR X1 == 5 OR X2 < 106648.000000 OR X3 == 9 OR X13 == 1 OR X13 == 9] AND [X3 == 12 OR X3 == 14 OR X6 == 11 OR X13 == 2 OR X13 == 11] AND [X1 == 7 OR X2 >= 106648.000000 OR X6 == 12 OR X7 == 0 OR X7 == 5 OR X13 == 30],{'0': {'precision': 0.7884812042377388; 'recall': 0.9626929031613645; 'f1-score': 0.8669215201259277; 'support': 20023}; '1': {'precision': 0.6123508043591074; 'recall': 0.18579751220280272; 'f1-score': 0.2850930176371104; 'support': 6351}; 'accuracy': 0.7756123454917722; 'macro avg': {'precision': 0.7004160042984231; 'recall': 0.5742452076820836; 'f1-score': 0.5760072688815191; 'support': 26374}; 'weighted avg': {'precision': 0.7460680636587903; 'recall': 0.7756123454917722; 'f1-score': 0.7268141105821923; 'support': 26374}},{'0': {'precision': 0.7900820283370619; 'recall': 0.9523595505617978; 'f1-score': 0.8636641532504585; 'support': 2225}; '1': {'precision': 0.5742971887550201; 'recall': 0.20254957507082152; 'f1-score': 0.2994764397905759; 'support': 706}; 'accuracy': 0.7717502558853634; 'macro avg': {'precision': 0.682189608546041; 'recall': 0.5774545628163097; 'f1-score': 0.5815702965205172; 'support': 2931}; 'weighted avg': {'precision': 0.7381051956025271; 'recall': 0.7717502558853634; 'f1-score': 0.7277663280363074; 'support': 2931}}
5,3,CNF,2,26374,2931,1648,[16; 17],262,99.874324,0.656772,25,[X2 < 196338.000000 OR X3 == 14 OR X5 == 6 OR X13 == 18] AND [X0 < 33.000000 OR X2 >= 329054.000000 OR X3 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X6 == 13 OR X7 == 2 OR X13 == 10] AND [X0 >= 33.000000 OR X1 == 1 OR X1 == 7 OR X3 == 2 OR X3 == 8 OR X4 >= 13.000000 OR X5 == 0 OR X5 == 2 OR X6 == 10 OR X8 != 4 OR X12 >= 55.000000 OR X13 == 3],{'0': {'precision': 0.7855018399959671; 'recall': 0.7782050641761974; 'f1-score': 0.7818364274962368; 'support': 20023}; '1': {'precision': 0.32063637754321556; 'recall': 0.3300267674381987; 'f1-score': 0.32526381129733084; 'support': 6351}; 'accuracy': 0.6702813376810495; 'macro avg': {'precision': 0.5530691087695914; 'recall': 0.554115915807198; 'f1-score': 0.5535501193967838; 'support': 26374}; 'weighted avg': {'precision': 0.6735597549107535; 'recall': 0.6702813376810495; 'f1-score': 0.6718913040610638; 'support': 26374}},{'0': {'precision': 0.7731958762886598; 'recall': 0.7752808988764045; 'f1-score': 0.7742369838420108; 'support': 2225}; '1': {'precision': 0.2857142857142857; 'recall': 0.28328611898017; 'f1-score': 0.2844950213371266; 'support': 706}; 'accuracy': 0.6567724326168544; 'macro avg': {'precision': 0.5294550810014728; 'recall': 0.5292835089282872; 'f1-score': 0.5293660025895687; 'support': 2931}; 'weighted avg': {'precision': 0.6557745173853817; 'recall': 0.6567724326168544; 'f1-score': 0.656271161416747; 'support': 2931}}
5,3,CNF,3,26374,2931,1648,[16; 17],262,91.449133,0.765609,18,[X2 < 196338.000000 OR X3 == 10 OR X5 == 1 OR X6 == 7 OR X6 == 12 OR X6 == 13] AND [X1 == 6 OR X3 == 14 OR X7 == 0 OR X7 == 5 OR X12 >= 48.000000 OR X13 == 38] AND [X1 == 1 OR X3 == 9 OR X3 == 14 OR X4 >= 10.000000 OR X5 == 5 OR X13 == 1],{'0': {'precision': 0.842447852458208; 'recall': 0.8532187983818609; 'f1-score': 0.8477991166691479; 'support': 20023}; '1': {'precision': 0.5178014766201805; 'recall': 0.4969296173830893; 'f1-score': 0.507150891852804; 'support': 6351}; 'accuracy': 0.7674224615151285; 'macro avg': {'precision': 0.6801246645391943; 'recall': 0.6750742078824751; 'f1-score': 0.677475004260976; 'support': 26374}; 'weighted avg': {'precision': 0.7642712720021788; 'recall': 0.7674224615151285; 'f1-score': 0.7657692055518126; 'support': 26374}},{'0': {'precision': 0.8451526032315978; 'recall': 0.8462921348314607; 'f1-score': 0.8457219851785314; 'support': 2225}; '1': {'precision': 0.5135135135135135; 'recall': 0.5113314447592068; 'f1-score': 0.5124201561391059; 'support': 706}; 'accuracy': 0.7656090071647902; 'macro avg': {'precision': 0.6793330583725556; 'recall': 0.6788117897953337; 'f1-score': 0.6790710706588186; 'support': 2931}; 'weighted avg': {'precision': 0.7652695608088862; 'recall': 0.7656090071647902; 'f1-score': 0.7654384330455275; 'support': 2931}}
5,3,CNF,4,26374,2931,1648,[16; 17],262,95.333621,0.665984,23,[X0 < 37.000000 OR X1 == 0 OR X2 >= 196338.000000 OR X3 == 10 OR X3 == 12 OR X5 == 6 OR X6 == 1 OR X6 == 4 OR X6 == 6 OR X6 == 13 OR X8 == 1] AND [X1 == 2 OR X1 != 4 OR X2 < 158662.000000 OR X3 == 10 OR X6 == 3 OR X6 == 7] AND [X0 >= 37.000000 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X12 >= 55.000000 OR X13 == 20],{'0': {'precision': 0.8064107971320118; 'recall': 0.763921490286171; 'f1-score': 0.7845913159447052; 'support': 20023}; '1': {'precision': 0.3617337294085876; 'recall': 0.42182333490788854; 'f1-score': 0.38947444937122916; 'support': 6351}; 'accuracy': 0.6815424281489345; 'macro avg': {'precision': 0.5840722632702997; 'recall': 0.5928724125970297; 'f1-score': 0.5870328826579672; 'support': 26374}; 'weighted avg': {'precision': 0.6993301852752034; 'recall': 0.6815424281489345; 'f1-score': 0.6894450651064499; 'support': 26374}},{'0': {'precision': 0.7978011472275335; 'recall': 0.7501123595505618; 'f1-score': 0.7732221450081074; 'support': 2225}; '1': {'precision': 0.33730631704410013; 'recall': 0.40084985835694054; 'f1-score': 0.3663430420711975; 'support': 706}; 'accuracy': 0.665984305697714; 'macro avg': {'precision': 0.5675537321358168; 'recall': 0.5754811089537512; 'f1-score': 0.5697825935396524; 'support': 2931}; 'weighted avg': {'precision': 0.6868801816494019; 'recall': 0.665984305697714; 'f1-score': 0.675215783127023; 'support': 2931}}
5,3,CNF,5,26375,2930,1648,[16; 17],262,108.031399,0.715358,27,[X1 == 6 OR X2 >= 219632.000000 OR X3 == 6 OR X3 == 7 OR X3 == 10 OR X3 == 11 OR X3 == 12 OR X3 == 14 OR X12 >= 48.000000 OR X13 == 20 OR X13 == 22] AND [X0 >= 41.000000 OR X0 < 30.000000 OR X3 == 2 OR X3 == 12 OR X3 == 15 OR X6 == 4 OR X6 == 13 OR X8 == 2 OR X13 == 30 OR X13 == 41] AND [X3 == 9 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X12 >= 55.000000 OR X13 == 2],{'0': {'precision': 0.8144725546634348; 'recall': 0.8055236478050242; 'f1-score': 0.8099733842213629; 'support': 20023}; '1': {'precision': 0.40748630553864884; 'recall': 0.4215994962216625; 'f1-score': 0.4144227793252863; 'support': 6352}; 'accuracy': 0.7130616113744076; 'macro avg': {'precision': 0.6109794301010418; 'recall': 0.6135615720133434; 'f1-score': 0.6121980817733246; 'support': 26375}; 'weighted avg': {'precision': 0.7164563781917517; 'recall': 0.7130616113744076; 'f1-score': 0.7147113011009883; 'support': 26375}},{'0': {'precision': 0.8148483476686283; 'recall': 0.8089887640449438; 'f1-score': 0.8119079837618404; 'support': 2225}; '1': {'precision': 0.4105409153952843; 'recall': 0.4198581560283688; 'f1-score': 0.41514726507713884; 'support': 705}; 'accuracy': 0.715358361774744; 'macro avg': {'precision': 0.6126946315319564; 'recall': 0.6144234600366563; 'f1-score': 0.6135276244194896; 'support': 2930}; 'weighted avg': {'precision': 0.717566183930503; 'recall': 0.715358361774744; 'f1-score': 0.7164416674912893; 'support': 2930}}
5,3,CNF,6,26375,2930,1648,[16; 17],262,93.373293,0.684300,24,[X1 == 4 OR X3 == 7 OR X3 == 10 OR X6 == 1 OR X13 == 18 OR X13 != 39] AND [X1 == 0 OR X1 == 2 OR X1 == 5 OR X6 == 7 OR X7 == 0 OR X12 >= 48.000000 OR X13 == 36] AND [X0 >= 58.000000 OR X2 < 196338.000000 OR X5 == 0 OR X5 == 5 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X13 == 3 OR X13 == 11 OR X13 == 21 OR X13 == 30],{'0': {'precision': 0.8164333796345763; 'recall': 0.7632222943614843; 'f1-score': 0.7889316228285279; 'support': 20023}; '1': {'precision': 0.3808280005223978; 'recall': 0.45906801007556675; 'f1-score': 0.4163038046969806; 'support': 6352}; 'accuracy': 0.6899715639810426; 'macro avg': {'precision': 0.598630690078487; 'recall': 0.6111451522185255; 'f1-score': 0.6026177137627542; 'support': 26375}; 'weighted avg': {'precision': 0.7115247400849817; 'recall': 0.6899715639810426; 'f1-score': 0.6991901289604108; 'support': 26375}},{'0': {'precision': 0.8155339805825242; 'recall': 0.755056179775281; 'f1-score': 0.7841306884480748; 'support': 2225}; '1': {'precision': 0.3735632183908046; 'recall': 0.46099290780141844; 'f1-score': 0.41269841269841273; 'support': 705}; 'accuracy': 0.6843003412969283; 'macro avg': {'precision': 0.5945485994866644; 'recall': 0.6080245437883497; 'f1-score': 0.5984145505732438; 'support': 2930}; 'weighted avg': {'precision': 0.7091894797821277; 'recall': 0.6843003412969283; 'f1-score': 0.6947587586175247; 'support': 2930}}
5,3,CNF,7,26375,2930,1648,[16; 17],262,94.920691,0.752218,25,[X0 >= 22.000000 OR X1 == 2 OR X2 >= 329054.000000 OR X3 == 6 OR X3 == 10 OR X3 == 11 OR X3 == 14 OR X4 < 7.000000 OR X5 == 0 OR X6 == 1 OR X6 == 13] AND [X2 < 65716.000000 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X13 == 5 OR X13 == 19] AND [X1 == 1 OR X1 == 5 OR X1 == 7 OR X3 == 8 OR X6 == 3 OR X6 == 4 OR X7 == 0 OR X12 < 40.000000],{'0': {'precision': 0.8272150965649417; 'recall': 0.8406832143035509; 'f1-score': 0.8338947785593975; 'support': 20023}; '1': {'precision': 0.47062728177895785; 'recall': 0.4464735516372796; 'f1-score': 0.4582323477136856; 'support': 6352}; 'accuracy': 0.7457440758293838; 'macro avg': {'precision': 0.6489211891719497; 'recall': 0.6435783829704153; 'f1-score': 0.6460635631365416; 'support': 26375}; 'weighted avg': {'precision': 0.7413365828390434; 'recall': 0.7457440758293838; 'f1-score': 0.743422446398944; 'support': 26375}},{'0': {'precision': 0.8294505494505494; 'recall': 0.8480898876404495; 'f1-score': 0.8386666666666667; 'support': 2225}; '1': {'precision': 0.48396946564885496; 'recall': 0.44964539007092197; 'f1-score': 0.4661764705882353; 'support': 705}; 'accuracy': 0.7522184300341297; 'macro avg': {'precision': 0.6567100075497022; 'recall': 0.6488676388556858; 'f1-score': 0.652421568627451; 'support': 2930}; 'weighted avg': {'precision': 0.7463228483992884; 'recall': 0.7522184300341297; 'f1-score': 0.7490401860402864; 'support': 2930}}
5,3,CNF,8,26375,2930,1648,[16; 17],262,144.231926,0.678157,24,[X0 >= 58.000000 OR X1 == 5 OR X1 == 6 OR X3 == 7 OR X3 == 10 OR X7 == 5 OR X12 >= 48.000000 OR X13 == 1] AND [X1 == 7 OR X3 == 6 OR X3 == 12 OR X3 == 14 OR X3 == 15 OR X12 < 48.000000 OR X13 == 10 OR X13 == 20] AND [X0 >= 26.000000 OR X0 < 26.000000 OR X1 == 0 OR X3 == 15 OR X5 == 0 OR X5 == 6 OR X6 == 4 OR X7 == 0],{'0': {'precision': 0.7971854304635762; 'recall': 0.7694766280463444; 'f1-score': 0.7830859930880262; 'support': 20024}; '1': {'precision': 0.3449694905633603; 'recall': 0.38277436624153677; 'f1-score': 0.36288998357963875; 'support': 6351}; 'accuracy': 0.6763601895734597; 'macro avg': {'precision': 0.5710774605134682; 'recall': 0.5761254971439406; 'f1-score': 0.5729879883338325; 'support': 26375}; 'weighted avg': {'precision': 0.6882935466984096; 'recall': 0.6763601895734597; 'f1-score': 0.6819043871586321; 'support': 26375}},{'0': {'precision': 0.8002812939521801; 'recall': 0.7675359712230215; 'f1-score': 0.7835666743171907; 'support': 2224}; '1': {'precision': 0.35131744040150564; 'recall': 0.39660056657223797; 'f1-score': 0.3725881570192947; 'support': 706}; 'accuracy': 0.6781569965870308; 'macro avg': {'precision': 0.5757993671768429; 'recall': 0.5820682688976297; 'f1-score': 0.5780774156682427; 'support': 2930}; 'weighted avg': {'precision': 0.6921009251444066; 'recall': 0.6781569965870307; 'f1-score': 0.6845390861901209; 'support': 2930}}
5,3,CNF,9,26375,2930,1648,[16; 17],262,98.309170,0.711263,23,[X0 >= 41.000000 OR X3 == 7 OR X3 == 8 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 7 OR X6 == 12 OR X8 == 1 OR X13 == 7 OR X13 != 39] AND [X0 >= 58.000000 OR X1 == 1 OR X3 == 9 OR X3 == 10 OR X6 == 13 OR X7 == 2 OR X7 == 5 OR X8 == 0 OR X13 == 23] AND [X0 >= 41.000000 OR X1 == 5 OR X3 == 10],{'0': {'precision': 0.7987139795189331; 'recall': 0.837445065920895; 'f1-score': 0.8176211024159535; 'support': 20024}; '1': {'precision': 0.3949814126394052; 'recall': 0.3345929774838608; 'f1-score': 0.3622879549910493; 'support': 6351}; 'accuracy': 0.7163601895734597; 'macro avg': {'precision': 0.5968476960791691; 'recall': 0.5860190217023779; 'f1-score': 0.5899545287035014; 'support': 26375}; 'weighted avg': {'precision': 0.7014967081539328; 'recall': 0.7163601895734597; 'f1-score': 0.7079786068976381; 'support': 26375}},{'0': {'precision': 0.7919491525423729; 'recall': 0.8403776978417267; 'f1-score': 0.8154450261780105; 'support': 2224}; '1': {'precision': 0.37719298245614036; 'recall': 0.3045325779036827; 'f1-score': 0.3369905956112852; 'support': 706}; 'accuracy': 0.7112627986348122; 'macro avg': {'precision': 0.5845710674992566; 'recall': 0.5724551378727047; 'f1-score': 0.5762178108946479; 'support': 2930}; 'weighted avg': {'precision': 0.692011317702482; 'recall': 0.7112627986348122; 'f1-score': 0.7001587367650043; 'support': 2930}}
5,3,CNF,0,26374,2931,824,[32; 33],262,111.877193,0.659161,37,[X0 < 26.000000 OR X2 >= 130856.000000 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 15 OR X6 == 3 OR X6 == 13 OR X13 == 17 OR X13 == 24 OR X13 == 41 OR X13 != 39] AND [X0 >= 37.000000 OR X3 == 2 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X7 == 1 OR X7 == 5 OR X13 == 21 OR X13 == 31 OR X13 == 41] AND [X1 == 1 OR X1 == 2 OR X3 == 8 OR X5 == 0 OR X5 == 2 OR X6 == 14 OR X13 == 2 OR X13 == 3 OR X13 == 8 OR X13 == 14 OR X13 == 26 OR X13 == 35 OR X13 == 38],{'0': {'precision': 0.8631361301940905; 'recall': 0.6463067472406733; 'f1-score': 0.7391478181402786; 'support': 20023}; '1': {'precision': 0.3777348211932168; 'recall': 0.6769012753897025; 'f1-score': 0.4848860816602752; 'support': 6351}; 'accuracy': 0.6536740729506332; 'macro avg': {'precision': 0.6204354756936536; 'recall': 0.6616040113151879; 'f1-score': 0.6120169499002769; 'support': 26374}; 'weighted avg': {'precision': 0.7462489036276028; 'recall': 0.6536740729506332; 'f1-score': 0.6779202345964666; 'support': 26374}},{'0': {'precision': 0.8644470868014269; 'recall': 0.6534831460674158; 'f1-score': 0.7443050934220631; 'support': 2225}; '1': {'precision': 0.38270616493194554; 'recall': 0.6770538243626062; 'f1-score': 0.48900255754475697; 'support': 706}; 'accuracy': 0.6591606960081884; 'macro avg': {'precision': 0.6235766258666862; 'recall': 0.665268485215011; 'f1-score': 0.61665382548341; 'support': 2931}; 'weighted avg': {'precision': 0.7484085024138958; 'recall': 0.6591606960081884; 'f1-score': 0.6828094979497403; 'support': 2931}}
5,3,CNF,1,26374,2931,824,[32; 33],262,97.059703,0.713750,33,[X3 == 5 OR X3 == 12 OR X3 == 14 OR X6 == 4 OR X7 == 0 OR X13 == 40] AND [X1 == 2 OR X2 < 65716.000000 OR X3 == 9 OR X3 == 10 OR X3 == 11 OR X6 == 3 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X13 == 1 OR X13 == 9 OR X13 == 32 OR X13 == 41] AND [X0 >= 50.000000 OR X1 == 0 OR X1 == 4 OR X3 == 2 OR X5 == 1 OR X6 == 10 OR X6 == 13 OR X6 == 14 OR X13 == 3 OR X13 == 8 OR X13 == 11 OR X13 == 22 OR X13 == 30 OR X13 == 35],{'0': {'precision': 0.8441897980753185; 'recall': 0.7579283823602857; 'f1-score': 0.7987368421052632; 'support': 20023}; '1': {'precision': 0.4227700369179469; 'recall': 0.5589670917965675; 'f1-score': 0.4814212096555465; 'support': 6351}; 'accuracy': 0.7100174414195799; 'macro avg': {'precision': 0.6334799174966327; 'recall': 0.6584477370784265; 'f1-score': 0.6400790258804049; 'support': 26374}; 'weighted avg': {'precision': 0.7427096698008638; 'recall': 0.7100174414195799; 'f1-score': 0.7223255437929803; 'support': 26374}},{'0': {'precision': 0.8427299703264095; 'recall': 0.7658426966292134; 'f1-score': 0.8024487873793266; 'support': 2225}; '1': {'precision': 0.42684268426842686; 'recall': 0.5495750708215298; 'f1-score': 0.4804953560371517; 'support': 706}; 'accuracy': 0.7137495735243944; 'macro avg': {'precision': 0.6347863272974181; 'recall': 0.6577088837253716; 'f1-score': 0.6414720717082392; 'support': 2931}; 'weighted avg': {'precision': 0.742553776550587; 'recall': 0.7137495735243944; 'f1-score': 0.7248987626343333; 'support': 2931}}
5,3,CNF,2,26374,2931,824,[32; 33],262,89.593250,0.760150,29,[X1 == 7 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X6 == 13 OR X7 == 0] AND [X1 == 6 OR X3 == 12 OR X3 == 14 OR X6 == 10 OR X6 == 13 OR X6 == 14 OR X6 != 5 OR X7 == 5 OR X13 == 3 OR X13 == 7 OR X13 == 9 OR X13 == 10 OR X13 == 12 OR X13 == 24] AND [X1 == 0 OR X1 == 1 OR X3 == 12 OR X5 == 1 OR X6 == 7 OR X12 >= 48.000000 OR X13 == 0 OR X13 == 23 OR X13 == 32],{'0': {'precision': 0.8271575309590093; 'recall': 0.8606602407231684; 'f1-score': 0.8435763761411754; 'support': 20023}; '1': {'precision': 0.4963898916967509; 'recall': 0.43300267674381987; 'f1-score': 0.4625346901017576; 'support': 6351}; 'accuracy': 0.7576780162281035; 'macro avg': {'precision': 0.6617737113278801; 'recall': 0.6468314587334941; 'f1-score': 0.6530555331214665; 'support': 26374}; 'weighted avg': {'precision': 0.7475069175915033; 'recall': 0.7576780162281035; 'f1-score': 0.7518195039171539; 'support': 26374}},{'0': {'precision': 0.8305821025195482; 'recall': 0.8593258426966293; 'f1-score': 0.8447095206538546; 'support': 2225}; '1': {'precision': 0.5023847376788553; 'recall': 0.4475920679886686; 'f1-score': 0.4734082397003745; 'support': 706}; 'accuracy': 0.7601501194131696; 'macro avg': {'precision': 0.6664834200992018; 'recall': 0.6534589553426489; 'f1-score': 0.6590588801771146; 'support': 2931}; 'weighted avg': {'precision': 0.751528080145775; 'recall': 0.7601501194131696; 'f1-score': 0.7552729105026581; 'support': 2931}}
5,3,CNF,3,26374,2931,824,[32; 33],262,121.719545,0.738315,36,[X1 == 7 OR X3 == 2 OR X3 == 3 OR X3 == 7 OR X3 == 8 OR X3 == 15 OR X5 == 1 OR X6 == 4 OR X6 == 5 OR X6 == 13 OR X7 == 5 OR X12 >= 55.000000 OR X13 == 11 OR X13 == 33] AND [X1 == 1 OR X2 >= 196338.000000 OR X3 == 6 OR X4 >= 10.000000 OR X5 == 1 OR X6 == 1 OR X6 == 3 OR X6 == 9 OR X6 == 10 OR X13 == 2 OR X13 == 31] AND [X0 >= 58.000000 OR X3 == 14 OR X4 >= 13.000000 OR X5 == 1 OR X5 == 2 OR X6 == 7 OR X6 == 11 OR X13 == 2 OR X13 == 9 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8492785189218622; 'recall': 0.778954202666933; 'f1-score': 0.812597686777118; 'support': 20023}; '1': {'precision': 0.4473717068298165; 'recall': 0.5641631239174933; 'f1-score': 0.4990250696378831; 'support': 6351}; 'accuracy': 0.7272313642223401; 'macro avg': {'precision': 0.6483251128758394; 'recall': 0.6715586632922133; 'f1-score': 0.6558113782075006; 'support': 26374}; 'weighted avg': {'precision': 0.752497212953993; 'recall': 0.7272313642223401; 'f1-score': 0.737087726534027; 'support': 26374}},{'0': {'precision': 0.8616071428571429; 'recall': 0.7806741573033708; 'f1-score': 0.8191464277293091; 'support': 2225}; '1': {'precision': 0.4666666666666667; 'recall': 0.6048158640226629; 'f1-score': 0.5268352868599631; 'support': 706}; 'accuracy': 0.7383145684066872; 'macro avg': {'precision': 0.6641369047619048; 'recall': 0.6927450106630169; 'f1-score': 0.6729908572946361; 'support': 2931}; 'weighted avg': {'precision': 0.7664764788549332; 'recall': 0.7383145684066872; 'f1-score': 0.7487364429276174; 'support': 2931}}
